id_proposta,id_cliente,codigo_fipe,score_credito,renda_mensal,percentual_entrada
239518,91167,013021-4,368,10053.32,0.69
239519,53201,023144-4,584,20119.66,0.43
239520,26921,001581-4,378,16957.62,0.4
239521,63020,004554-3,639,14525.99,0.48
239522,47344,021299-7,889,18659.45,0.59
239523,30909,014071-6,367,14968.65,0.15
239524,29967,003025-2,783,15034.15,0.25
239525,17898,004524-1,906,9267.72,0.51
239526,60502,033219-4,572,6216.85,0.3
239527,51904,086003-4,630,28306.92,0.61
239528,89752,022083-3,919,27118.84,0.58
239529,36399,033227-5,610,29283.24,0.68
239530,38474,023129-0,932,7215.4,0.64
239531,87934,004426-1,990,27774.18,0.16
239532,63459,005551-4,445,29603.1,0.13
239533,29309,021286-5,550,26984.67,0.47
239534,51955,024172-5,617,4379.62,0.38
239535,99117,001041-3,389,9580.06,0.38
239536,42010,009244-4,938,16547.43,0.28
239537,24287,002126-1,301,11637.82,0.6
239538,32390,024283-7,467,19374.48,0.66
239539,18541,021089-7,375,5242.29,0.38
239540,27921,011219-4,755,8940.85,0.63
239541,53937,014087-2,445,4170.29,0.62
239542,61880,027032-6,405,4905.18,0.5
239543,50149,004402-4,612,26100.66,0.25
239544,63498,015228-5,723,21587.55,0.63
239545,77902,004222-6,748,29342.72,0.46
239546,89030,001131-2,363,21917.51,0.66
239547,49796,005317-1,686,21631.75,0.33
239548,53196,005509-3,858,22888.9,0.6
239549,72759,002132-6,912,15067.8,0.47
239550,86822,009227-4,818,21319.95,0.63
239551,16041,004266-8,801,15764.46,0.53
239552,95521,029137-4,554,9429.22,0.68
239553,14174,002028-1,825,28648.91,0.44
239554,72933,011248-8,532,3626.5,0.29
239555,43691,004499-7,768,19453.78,0.26
239556,98262,035015-0,316,16792.39,0.51
239557,13303,005394-5,924,21035.71,0.22
239558,56653,001443-5,835,26945.63,0.45
239559,37177,021050-1,563,25505.4,0.51
239560,19890,015024-0,694,4606.38,0.42
239561,97500,025071-6,524,16891.87,0.21
239562,36806,006004-6,839,18714.69,0.56
239563,83136,004095-9,747,3515.04,0.18
239564,37230,004188-2,671,19777.0,0.4
239565,26466,004348-6,818,23808.39,0.46
239566,26476,035023-0,804,9304.74,0.6
239567,65912,009321-1,697,5669.4,0.38
239568,37732,003409-6,411,8084.0,0.44
239569,17375,005372-4,922,8273.42,0.7
239570,17837,022081-7,404,28870.68,0.46
239571,33108,009059-0,640,17979.84,0.36
239572,27851,004331-1,790,14715.77,0.59
239573,36600,015167-0,414,23111.11,0.33
239574,25188,098002-1,609,18345.86,0.47
239575,54777,004255-2,386,16567.56,0.44
239576,15489,024107-5,802,13355.96,0.23
239577,94618,008280-5,913,24892.34,0.2
239578,84519,004250-1,423,17872.23,0.45
239579,18695,021535-0,500,29595.51,0.16
239580,10230,023107-0,712,13733.46,0.11
239581,42103,029056-4,568,24585.95,0.2
239582,36350,004564-0,507,4928.14,0.14
239583,86818,035006-0,475,4122.38,0.29
239584,61408,029055-6,634,4926.15,0.12
239585,30354,001584-9,625,28546.02,0.47
239586,59535,093006-7,935,19530.69,0.51
239587,21355,004201-3,582,12644.26,0.43
239588,40238,022071-0,307,5607.16,0.13
239589,27144,021052-8,801,4611.9,0.54
239590,80779,033019-1,594,17311.39,0.21
239591,95872,021536-8,447,21402.37,0.11
239592,60094,021276-8,727,24663.17,0.65
239593,93216,014043-0,714,21402.92,0.31
239594,20594,004307-9,631,8342.55,0.57
239595,94067,024110-5,451,5983.62,0.49
239596,26992,024231-4,554,24502.63,0.2
239597,85978,004369-9,961,14584.33,0.18
239598,70436,005159-4,861,14989.97,0.65
239599,39893,089051-0,694,3289.6,0.34
239600,99236,093018-0,725,21896.13,0.4
239601,53388,022122-8,363,17873.72,0.5
239602,23042,002200-4,654,3153.71,0.51
239603,37577,001152-5,882,18617.52,0.18
239604,23494,011236-4,615,26354.6,0.57
239605,96811,004391-5,709,25948.72,0.24
239606,49248,002008-7,508,13317.67,0.21
239607,99425,011162-7,571,26205.71,0.25
239608,44762,025119-4,307,16486.8,0.67
239609,91709,008130-2,960,17164.67,0.12
239610,83304,089046-4,651,5404.43,0.13
239611,88045,090014-1,546,7801.77,0.14
239612,11011,023099-5,574,13274.3,0.18
239613,98823,024242-0,546,28853.19,0.2
239614,71382,015253-6,913,18333.24,0.33
239615,92608,003264-6,424,14987.64,0.57
239616,46836,005408-9,541,21211.17,0.19
239617,71557,009278-9,827,24301.2,0.45
239618,71613,024012-5,391,16751.41,0.1
239619,34281,005136-5,861,19806.41,0.49
239620,25948,008132-9,914,22034.32,0.19
239621,33639,034014-6,859,17448.34,0.28
239622,20236,024045-1,500,18369.25,0.56
239623,34459,025158-5,869,29815.45,0.67
239624,74589,018063-7,607,15579.24,0.63
239625,35800,005250-7,495,10221.22,0.47
239626,40271,035159-8,493,21771.44,0.52
239627,14178,021428-0,744,22158.69,0.54
239628,23276,029121-8,723,3005.77,0.53
239629,24828,014041-4,675,14812.55,0.44
239630,16149,033115-5,832,21490.68,0.66
239631,93672,055028-0,566,7863.15,0.12
239632,39018,008024-1,911,23259.29,0.15
239633,63781,001497-4,449,13734.97,0.69
239634,41376,095008-4,329,22888.34,0.37
239635,53962,025145-3,497,5091.95,0.35
239636,81452,015106-8,883,29448.78,0.5
239637,14546,003477-0,330,3381.51,0.6
239638,70560,023164-9,312,23682.16,0.2
239639,25361,001280-7,597,28697.29,0.28
239640,78895,027049-0,600,5647.69,0.53
239641,64165,023022-7,825,24136.38,0.35
239642,87670,014070-8,811,3343.16,0.69
239643,50372,080029-5,766,25965.65,0.36
239644,46782,008119-1,880,10139.27,0.24
239645,10899,004460-1,977,28851.73,0.49
239646,10982,011133-3,590,4399.7,0.52
239647,84060,035100-8,695,6547.18,0.14
239648,79843,028041-0,702,5944.01,0.58
239649,82289,005261-2,850,26770.22,0.58
239650,53173,005236-1,381,6102.52,0.18
239651,50508,089029-4,528,28296.77,0.2
239652,92975,004358-3,712,29334.59,0.5
239653,48794,015243-9,430,16325.87,0.22
239654,30753,021044-7,660,8015.19,0.6
239655,79131,005010-5,906,22613.53,0.64
239656,30211,004368-0,401,20314.18,0.22
239657,37238,083014-3,993,18356.19,0.62
239658,94243,018059-9,463,12765.72,0.4
239659,56086,003227-1,831,16029.35,0.43
239660,77418,015174-2,491,27891.8,0.22
239661,37639,011079-5,808,12824.64,0.57
239662,89302,017072-0,383,17005.22,0.19
239663,76689,029179-0,647,27574.95,0.19
239664,67440,011176-7,788,20263.72,0.16
239665,92196,004210-2,455,20955.37,0.23
239666,48172,001437-0,929,21699.83,0.27
239667,48060,001394-3,673,20423.75,0.35
239668,63350,005063-6,924,15968.66,0.29
239669,86779,023179-7,373,11772.03,0.6
239670,62848,035131-8,692,24323.15,0.69
239671,95122,001438-9,903,13188.57,0.35
239672,61238,003281-6,728,23201.23,0.54
239673,26690,022166-0,901,15483.75,0.54
239674,16663,002015-0,446,7557.97,0.67
239675,16189,021215-6,913,20776.65,0.61
239676,30673,030006-3,371,22612.55,0.41
239677,13589,003330-8,485,29798.53,0.24
239678,59007,307001-8,825,6239.37,0.52
239679,50104,009192-8,668,29694.95,0.66
239680,91017,005301-5,613,23707.69,0.26
239681,97028,025005-8,943,18550.85,0.54
239682,57310,009018-2,348,23508.25,0.12
239683,12162,071026-1,487,7689.51,0.28
239684,90110,005016-4,415,13916.28,0.14
239685,33093,005187-0,649,23032.81,0.57
239686,15167,044001-9,482,4276.49,0.55
239687,53743,003505-0,921,19483.21,0.34
239688,29525,024283-7,374,13824.65,0.55
239689,30987,025249-2,306,4055.07,0.21
239690,92074,034016-2,800,29797.59,0.47
239691,79166,004396-6,865,11564.22,0.13
239692,18652,056021-9,631,4841.29,0.46
239693,62861,021156-7,903,15526.83,0.26
239694,77403,056011-1,846,26930.15,0.19
239695,36264,021131-1,324,22959.75,0.35
239696,10576,033207-0,303,6558.38,0.41
239697,82799,003287-5,723,28055.4,0.41
239698,13764,029169-2,508,5344.66,0.43
239699,69887,029042-4,890,5548.86,0.54
239700,34937,021116-8,798,7952.91,0.31
239701,43224,035142-3,398,18536.58,0.53
239702,62713,005475-5,685,21637.63,0.65
239703,45878,004316-8,536,15206.06,0.37
239704,47675,023040-5,853,29354.73,0.15
239705,80504,073032-7,452,27777.99,0.25
239706,24202,008131-0,805,17516.6,0.43
239707,30931,003148-8,568,3179.13,0.48
239708,79619,011047-7,441,4065.16,0.28
239709,26492,003310-3,816,23572.8,0.35
239710,66903,025096-1,763,10061.55,0.17
239711,76767,003206-9,807,11798.88,0.21
239712,75776,033249-6,627,6124.37,0.41
239713,20830,001393-5,713,20364.88,0.66
239714,58215,008192-2,984,10073.78,0.24
239715,99486,017024-0,980,28737.57,0.65
239716,36617,004293-5,711,19940.52,0.29
239717,89109,009091-3,574,9017.69,0.48
239718,65873,021342-0,308,5340.41,0.16
239719,65206,011068-0,528,8194.3,0.27
239720,36728,014084-8,897,8202.03,0.64
239721,64758,003189-5,800,20792.11,0.56
239722,52908,023156-8,918,26906.96,0.68
239723,50924,015203-0,305,10988.71,0.29
239724,36071,008237-6,719,17243.34,0.27
239725,85821,004095-9,777,21998.61,0.46
239726,85806,024137-7,770,18010.33,0.49
239727,28839,029164-1,386,9394.71,0.32
239728,29830,002044-3,302,18318.36,0.16
239729,52365,021352-7,580,28203.98,0.37
239730,91806,008319-4,853,15909.27,0.4
239731,83363,021378-0,643,10972.59,0.49
239732,37324,001303-0,940,10488.8,0.17
239733,36088,001306-4,777,4617.72,0.23
239734,78459,014054-6,936,4019.12,0.14
239735,92728,008273-2,785,13634.28,0.18
239736,88422,083007-0,945,28275.12,0.61
239737,72406,001531-8,534,14914.73,0.3
239738,48703,013015-0,318,25046.77,0.55
239739,75422,002128-8,461,14365.34,0.63
239740,30614,028053-4,520,27868.04,0.12
239741,26711,005245-0,331,9717.22,0.68
239742,27066,021143-5,368,16943.7,0.29
239743,54291,008222-8,330,21121.74,0.6
239744,42891,001110-0,603,22889.92,0.17
239745,10753,003163-1,479,21956.94,0.68
239746,50882,014008-2,618,13146.64,0.43
239747,44374,091015-5,436,23816.03,0.41
239748,49293,015174-2,763,10129.69,0.51
239749,13578,020019-0,419,21861.26,0.2
239750,96586,023086-3,751,5218.88,0.51
239751,91004,024191-1,912,12713.06,0.5
239752,29229,025252-2,878,7059.31,0.3
239753,78474,005490-9,942,9014.76,0.65
239754,52886,005527-1,387,15224.78,0.21
239755,23875,021272-5,304,25878.79,0.19
239756,72742,009123-5,362,18592.2,0.31
239757,89686,023022-7,542,10346.93,0.14
239758,19701,005258-2,839,14027.07,0.14
239759,59121,027061-0,931,14472.0,0.42
239760,33291,057051-6,491,12445.27,0.3
239761,34116,024168-7,691,24440.99,0.12
239762,15886,025326-0,415,5796.99,0.35
239763,23672,023177-0,400,12830.83,0.66
239764,24508,025287-5,652,23210.41,0.6
239765,84928,003452-5,417,27249.05,0.28
239766,47936,025242-5,918,6212.38,0.17
239767,56190,022022-1,446,13017.34,0.6
239768,13281,033153-8,782,21710.29,0.45
239769,84346,022018-3,334,25865.72,0.66
239770,61864,004472-5,682,27606.81,0.37
239771,57659,021138-9,600,5270.48,0.2
239772,22924,028022-4,892,4639.11,0.54
239773,91559,024159-8,491,18523.69,0.48
239774,74966,011023-0,786,21392.04,0.39
239775,38468,004018-5,727,11931.53,0.43
239776,38379,005537-9,323,21914.81,0.13
239777,71654,004088-6,991,8653.01,0.39
239778,67962,025045-7,841,6458.0,0.65
239779,64255,035095-8,383,16143.0,0.47
239780,26664,071042-3,980,15186.68,0.43
239781,23633,002008-7,597,14601.35,0.69
239782,54337,009210-0,680,11387.11,0.36
239783,14932,022148-1,437,18339.38,0.64
239784,26205,002193-8,582,29632.75,0.25
239785,95470,024043-5,788,12164.96,0.41
239786,61111,008260-0,310,24339.9,0.14
239787,59541,031012-3,976,5069.97,0.42
239788,80719,008255-4,444,7001.57,0.53
239789,95787,028013-5,397,6870.01,0.29
239790,30744,002165-2,696,4641.8,0.12
239791,12053,071017-2,308,14938.71,0.27
239792,18359,025325-1,388,8231.9,0.49
239793,44934,003277-8,833,11617.75,0.2
239794,50874,003119-4,375,10432.36,0.24
239795,74737,003135-6,672,12401.28,0.47
239796,22461,021053-6,707,18880.47,0.21
239797,65424,021271-7,941,18248.64,0.35
239798,31566,035089-3,571,14633.76,0.25
239799,55006,021360-8,977,18354.72,0.31
239800,68641,022194-5,868,22761.64,0.11
239801,56064,023120-7,700,20564.23,0.1
239802,60368,001223-8,545,3438.95,0.55
239803,80163,091019-8,567,7942.03,0.45
239804,21191,005158-6,850,5903.46,0.15
239805,82239,097001-8,770,20032.43,0.23
239806,92147,004399-0,332,19201.02,0.25
239807,61765,005423-2,714,28692.91,0.29
239808,44904,075001-8,796,21465.69,0.69
239809,33695,093011-3,651,24439.44,0.27
239810,73205,021551-1,514,22600.49,0.52
239811,16958,021152-4,873,10403.48,0.12
239812,92169,004505-5,803,29012.71,0.39
239813,12272,091015-5,304,16221.61,0.57
239814,70294,001259-9,728,13186.56,0.26
239815,97958,029119-6,787,20823.33,0.32
239816,13018,024236-5,347,15518.16,0.57
239817,88496,010004-8,689,8223.96,0.49
239818,77751,005199-3,381,15018.8,0.34
239819,93716,022062-0,767,5168.45,0.36
239820,29628,002076-1,705,13892.91,0.32
239821,91406,001145-2,988,3391.1,0.47
239822,67198,011072-8,737,21745.69,0.1
239823,10296,089031-6,787,23553.27,0.37
239824,24578,021182-6,621,7048.77,0.44
239825,23554,024048-6,624,18473.79,0.54
239826,31585,073003-3,601,18438.12,0.15
239827,44225,009104-9,442,3058.98,0.52
239828,13546,005397-0,515,21987.78,0.19
239829,56622,001061-8,499,7466.07,0.28
239830,37703,024133-4,782,4148.3,0.16
239831,13664,093008-3,976,4419.65,0.3
239832,41099,023062-6,486,22521.47,0.62
239833,92015,021018-8,609,25326.58,0.34
239834,63084,018026-2,472,23817.4,0.51
239835,52319,001346-3,995,19412.53,0.25
239836,16140,005168-3,623,19319.83,0.24
239837,60891,016032-6,802,19496.0,0.12
239838,93272,021535-0,680,16230.24,0.66
239839,75007,023001-4,803,19298.85,0.6
239840,32141,008154-0,327,4313.79,0.5
239841,60694,001257-2,743,18671.17,0.34
239842,31628,002086-9,511,18840.85,0.66
239843,37243,009279-7,538,7500.87,0.3
239844,73747,080041-4,990,16677.2,0.56
239845,92750,003273-5,828,14130.04,0.58
239846,93525,024112-1,451,18738.4,0.29
239847,96565,011049-3,874,26559.71,0.27
239848,75198,024157-1,899,20455.77,0.22
239849,54770,003032-5,405,5276.08,0.38
239850,17937,001511-3,880,11673.68,0.35
239851,66004,029001-7,881,9198.64,0.64
239852,55618,005060-1,520,14107.43,0.62
239853,92141,002152-0,493,25156.04,0.53
239854,63103,005210-8,648,19526.78,0.46
239855,16493,025126-7,792,19016.27,0.22
239856,35957,008258-9,546,27555.46,0.39
239857,14117,009189-8,815,22002.82,0.38
239858,22501,066014-0,453,27169.98,0.41
239859,11188,027038-5,383,18496.48,0.1
239860,57243,021502-3,647,8970.8,0.27
239861,42113,005432-1,493,19668.44,0.61
239862,66639,021200-8,637,24894.82,0.65
239863,76332,001328-5,793,14904.03,0.24
239864,90372,014086-4,351,3276.28,0.53
239865,80681,001292-0,900,20866.29,0.2
239866,65829,083008-9,527,16598.74,0.67
239867,60012,001574-1,750,14717.31,0.4
239868,83711,002133-4,854,16659.13,0.56
239869,77050,052001-2,362,19283.11,0.32
239870,25451,002075-3,349,19580.19,0.67
239871,62086,062001-7,750,11071.72,0.39
239872,58393,008208-2,902,6865.74,0.17
239873,92418,029141-2,356,22093.41,0.14
239874,86969,025210-7,808,17867.55,0.35
239875,11369,029133-1,352,7512.56,0.6
239876,24068,025340-5,685,28560.35,0.51
239877,51658,096011-0,865,12557.52,0.31
239878,18116,015063-0,939,6949.73,0.47
239879,53687,024246-2,835,14055.39,0.22
239880,53453,021553-8,658,17393.3,0.36
239881,41237,005470-4,381,25099.41,0.3
239882,15364,002085-0,544,18380.78,0.48
239883,75626,023172-0,841,28231.09,0.37
239884,87622,021225-3,681,27994.16,0.58
239885,86925,001394-3,688,11602.29,0.64
239886,26855,014020-1,879,24554.22,0.14
239887,63634,029170-6,873,27862.24,0.47
239888,64278,008166-3,428,13986.05,0.33
239889,11111,021033-1,534,20352.15,0.13
239890,68251,035032-0,391,5061.43,0.69
239891,70258,008179-5,666,20089.32,0.26
239892,21408,021526-0,982,28040.86,0.44
239893,34002,035059-1,943,18612.32,0.1
239894,93274,004408-3,367,18472.49,0.33
239895,87674,008001-2,511,29167.17,0.43
239896,86963,028074-7,728,21540.87,0.46
239897,86432,014045-7,796,28262.24,0.4
239898,77925,018075-0,328,26792.75,0.4
239899,25360,004530-6,561,28427.69,0.15
239900,26847,001461-3,816,26546.84,0.15
239901,57565,005288-4,365,7686.18,0.35
239902,27456,024243-8,657,28820.01,0.42
239903,80982,001295-5,602,11113.89,0.42
239904,92393,024088-5,404,5716.04,0.57
239905,90239,025233-6,328,27087.16,0.43
239906,93230,022213-5,983,13396.19,0.29
239907,49959,015110-6,811,12659.26,0.27
239908,25058,093005-9,767,22691.42,0.49
239909,61492,004332-0,320,7210.72,0.44
239910,62672,025028-7,596,13026.0,0.35
239911,79592,025072-4,659,17534.02,0.17
239912,88391,009231-2,737,27523.95,0.33
239913,66849,005386-4,481,29668.71,0.54
239914,72313,008009-8,438,7782.35,0.39
239915,33488,009181-2,459,8226.4,0.4
239916,91308,001117-7,380,8351.25,0.51
239917,98652,003312-0,452,29598.34,0.37
239918,77192,008159-0,564,27782.22,0.31
239919,81449,004267-6,706,13624.36,0.64
239920,75387,009291-6,827,8551.54,0.24
239921,83509,005295-7,758,5450.13,0.44
239922,26975,005183-7,670,22345.11,0.28
239923,52392,025291-3,373,21821.79,0.23
239924,23305,001471-0,349,29130.92,0.56
239925,86215,005102-0,539,9500.5,0.18
239926,31961,011118-0,403,23545.1,0.54
239927,10228,002182-2,863,8279.88,0.52
239928,91179,005460-7,418,28665.19,0.39
239929,93544,022173-2,609,12837.87,0.42
239930,33474,008182-5,665,12065.81,0.67
239931,13979,025328-6,562,13720.17,0.14
239932,56343,016039-3,594,12683.76,0.36
239933,10739,011073-6,975,21775.57,0.42
239934,29558,004281-1,710,20356.74,0.47
239935,47817,021036-6,704,29226.35,0.12
239936,61799,022181-3,874,5390.0,0.15
239937,48154,008220-1,616,22800.63,0.58
239938,42272,021272-5,793,13010.86,0.58
239939,47339,021256-3,662,24151.4,0.65
239940,89796,004202-1,650,12809.53,0.46
239941,16594,033088-4,929,6405.14,0.61
239942,23185,001147-9,542,7900.21,0.55
239943,22572,057028-1,499,25059.37,0.41
239944,27569,022188-0,661,6056.71,0.5
239945,92509,004267-6,322,16169.49,0.45
239946,79753,033002-7,933,25980.08,0.36
239947,83184,001088-0,725,20368.55,0.38
239948,27519,025318-9,734,7834.82,0.27
239949,41953,001325-0,528,20822.2,0.63
239950,29804,021508-2,765,26975.39,0.12
239951,86286,056005-7,798,20484.96,0.37
239952,75537,031038-7,803,10369.3,0.44
239953,27275,022038-8,620,9735.36,0.5
239954,83418,025333-2,529,6932.29,0.33
239955,72068,009006-9,645,27441.82,0.42
239956,73344,004486-5,760,25184.0,0.66
239957,88284,009298-3,975,16592.86,0.46
239958,42601,035079-6,981,15080.24,0.12
239959,37575,016058-0,336,21188.65,0.17
239960,62705,004461-0,871,10807.64,0.2
239961,65221,033226-7,592,10708.85,0.2
239962,42369,035040-0,450,8470.72,0.48
239963,54617,008182-5,374,6043.82,0.61
239964,68315,015205-6,766,4415.95,0.34
239965,25317,035136-9,495,29043.52,0.53
239966,66109,009186-3,872,8210.02,0.31
239967,38318,025296-4,921,6515.78,0.49
239968,51239,073003-3,703,27139.17,0.69
239969,97704,024148-2,416,26748.44,0.2
239970,28082,034007-3,694,9478.16,0.63
239971,72520,001147-9,316,14474.6,0.35
239972,21079,005516-6,528,24579.56,0.26
239973,12884,021169-9,478,5220.06,0.23
239974,46347,008187-6,403,13488.83,0.36
239975,82731,023059-6,568,15832.94,0.36
239976,77787,005142-0,807,21177.34,0.55
239977,80176,005051-2,997,19911.07,0.42
239978,28740,021019-6,627,28141.36,0.38
239979,22815,017094-1,803,4471.79,0.29
239980,75177,011098-1,530,11104.97,0.56
239981,52891,011004-3,848,16086.42,0.19
239982,62566,008247-3,924,29006.65,0.1
239983,51968,011017-5,409,12036.19,0.47
239984,39913,096005-5,895,25422.5,0.16
239985,88440,021016-1,468,10191.62,0.31
239986,64860,017032-1,608,7853.46,0.23
239987,28462,033149-0,829,25960.06,0.53
239988,45482,003388-0,917,19733.44,0.64
239989,82483,033218-6,596,25699.18,0.69
239990,11338,021285-7,907,24555.76,0.19
239991,22782,001183-5,871,5021.06,0.29
239992,95609,005185-3,552,12620.26,0.13
239993,16614,003366-9,330,14576.53,0.21
239994,10741,085014-4,968,12839.7,0.48
239995,40210,023020-0,448,21991.76,0.1
239996,76269,002170-9,954,26410.3,0.3
239997,23944,022194-5,528,3287.97,0.5
239998,66991,091003-1,352,13028.18,0.28
239999,11806,011206-2,709,20782.93,0.12
240000,23285,024030-3,593,18551.21,0.53
240001,86993,304003-8,974,29475.22,0.64
240002,77289,005025-3,552,6759.72,0.65
240003,50126,009099-9,574,19878.03,0.23
240004,90123,003007-4,613,28862.83,0.68
240005,15857,004068-1,348,4958.76,0.42
240006,43792,016063-6,731,28410.98,0.59
240007,97684,004194-7,628,27718.8,0.39
240008,64361,005270-1,323,15280.4,0.55
240009,46322,011034-5,873,17295.28,0.59
240010,85507,023200-9,599,26112.05,0.49
240011,21908,005137-3,807,14398.1,0.25
240012,74627,071054-7,413,16751.27,0.41
240013,73643,011044-2,773,6650.74,0.15
240014,31202,008225-2,779,28936.47,0.36
240015,80102,028045-3,958,25564.99,0.65
240016,69883,005289-2,938,19473.06,0.12
240017,89558,017055-0,448,4665.96,0.2
240018,53720,025208-5,367,10195.07,0.4
240019,49662,025161-5,475,22403.96,0.53
240020,37030,004478-4,505,17405.15,0.6
240021,49850,003448-7,466,3524.54,0.57
240022,95288,002194-6,673,29733.15,0.4
240023,45397,003256-5,940,3301.54,0.24
240024,66094,025039-2,782,18347.19,0.58
240025,30616,028023-2,513,3293.13,0.38
240026,75334,031034-4,828,8111.17,0.65
240027,16661,001055-3,551,10868.14,0.21
240028,67029,009136-7,360,19956.29,0.68
240029,36047,027034-2,464,27981.59,0.57
240030,49043,003316-2,873,16151.83,0.6
240031,56442,003498-3,374,17306.92,0.26
240032,71378,028022-4,796,22620.99,0.48
240033,35943,021307-1,346,9279.11,0.19
240034,44487,005221-3,809,5752.57,0.56
240035,84769,021015-3,661,26962.99,0.61
240036,79023,021552-0,737,23725.05,0.59
240037,34559,024081-8,684,17912.14,0.43
240038,81380,021065-0,780,10332.63,0.54
240039,51519,057060-5,525,27341.78,0.64
240040,21416,025305-7,562,3264.74,0.52
240041,32859,029064-5,620,24578.96,0.67
240042,97789,022093-0,575,17595.78,0.12
240043,28184,083007-0,739,28345.32,0.15
240044,37846,087001-3,934,19185.08,0.32
240045,52771,089022-7,624,3104.68,0.21
240046,96995,002008-7,739,8392.95,0.31
240047,25498,014093-7,486,8252.13,0.6
240048,79798,021029-3,391,12603.38,0.58
240049,42914,001273-4,573,5115.37,0.7
240050,62980,015210-2,508,12219.8,0.2
240051,55500,066004-3,365,11630.31,0.6
240052,44885,009184-7,332,20574.1,0.37
240053,48215,004326-5,560,9224.82,0.45
240054,74320,021523-6,788,17994.59,0.33
240055,96934,012014-6,330,22966.38,0.16
240056,39924,002144-0,629,4859.31,0.55
240057,65099,071050-4,760,10186.75,0.65
240058,73113,023146-0,879,15293.34,0.53
240059,10318,021095-1,389,14785.71,0.35
240060,87697,011088-4,303,9643.41,0.35
240061,87859,005397-0,576,5058.24,0.56
240062,15749,021014-5,927,4618.42,0.17
240063,19528,010007-2,964,12908.41,0.47
240064,31441,003038-4,380,3677.08,0.65
240065,18526,001567-9,914,28842.83,0.44
240066,47161,011099-0,983,29186.77,0.18
240067,11044,034025-1,427,23261.35,0.62
240068,88301,078003-0,417,4388.97,0.25
240069,28175,021372-1,954,14970.18,0.64
240070,58887,033190-2,844,20189.83,0.31
240071,61671,008279-1,920,15744.12,0.46
240072,10961,015094-0,877,27733.42,0.18
240073,79285,033230-5,457,21906.31,0.35
240074,61966,004285-4,497,16596.02,0.69
240075,26973,015014-2,955,16640.14,0.49
240076,93908,015007-0,896,13960.34,0.44
240077,53393,009164-2,661,17721.13,0.48
240078,48433,008316-0,934,27780.69,0.26
240079,80077,021309-8,406,13774.65,0.33
240080,40678,057053-2,494,7605.67,0.21
240081,28344,008160-4,594,3416.89,0.27
240082,55154,001218-1,624,19669.42,0.32
240083,18846,018035-1,309,28417.03,0.67
240084,43846,018014-9,647,13955.75,0.37
240085,80565,086017-4,888,23346.13,0.53
240086,68802,060002-4,549,17924.81,0.2
240087,26272,004088-6,450,4342.41,0.17
240088,58613,035123-7,877,4515.88,0.58
240089,99306,005551-4,352,22689.82,0.67
240090,23104,007011-4,551,15462.42,0.57
240091,25855,008248-1,778,25146.21,0.11
240092,47524,025298-0,443,8713.4,0.66
240093,76455,009157-0,364,26645.57,0.16
240094,52706,003347-2,412,4803.65,0.3
240095,44526,021013-7,628,23879.44,0.37
240096,19363,021409-4,814,18260.57,0.33
240097,62430,001274-2,871,12322.96,0.5
240098,59511,078026-0,325,18214.94,0.31
240099,66738,033184-8,538,26525.28,0.11
240100,89791,022174-0,380,11563.09,0.29
240101,79346,089001-4,336,19816.7,0.34
240102,11440,024216-0,523,25068.18,0.23
240103,77255,060006-7,523,24097.54,0.43
240104,54213,020020-4,492,26784.76,0.23
240105,10555,003428-2,327,14441.43,0.47
240106,87648,022166-0,321,25586.22,0.42
240107,77833,025166-6,993,17893.31,0.19
240108,11535,003177-1,698,23162.62,0.14
240109,24931,005314-7,853,28441.02,0.28
240110,81818,004339-7,393,13645.2,0.45
240111,54262,009106-5,693,28754.69,0.35
240112,34587,004513-6,660,15105.11,0.1
240113,43040,011014-0,393,24219.91,0.29
240114,55543,029164-1,304,23722.63,0.53
240115,99177,070008-8,407,6369.02,0.62
240116,36573,021131-1,765,20012.62,0.48
240117,80680,004032-0,555,28244.28,0.26
240118,67262,021454-0,951,3877.81,0.4
240119,11688,025224-7,490,5809.84,0.64
240120,93515,027030-0,365,17001.22,0.54
240121,41803,005138-1,881,18399.1,0.51
240122,26154,003018-0,308,27953.17,0.6
240123,90659,004050-9,986,19378.91,0.57
240124,33998,008176-0,577,4253.32,0.66
240125,15786,004101-7,800,11358.54,0.3
240126,69059,021560-0,503,27958.45,0.62
240127,80665,029180-3,549,11137.58,0.21
240128,35777,013027-3,733,24035.57,0.5
240129,78381,004414-8,408,16313.01,0.53
240130,83984,033206-2,730,18475.48,0.63
240131,65290,021122-2,563,17265.29,0.37
240132,37139,029069-6,387,12555.66,0.48
240133,97254,008327-5,406,3073.61,0.34
240134,59030,011231-3,882,8603.28,0.6
240135,33581,022157-0,574,16889.25,0.15
240136,37993,003088-0,707,15541.28,0.47
240137,52048,023157-6,634,20993.91,0.4
240138,22923,021083-8,336,20425.35,0.62
240139,23084,001438-9,666,20672.46,0.6
240140,93096,004002-9,695,7481.64,0.43
240141,32567,029065-3,866,18214.86,0.61
240142,29481,001164-9,623,27540.16,0.54
240143,21422,021147-8,398,11660.92,0.55
240144,77260,003017-1,908,11412.52,0.17
240145,78164,002169-5,790,17470.72,0.19
240146,65296,004178-5,424,4567.75,0.39
240147,37875,004191-2,536,13543.51,0.66
240148,27734,001477-0,798,22117.92,0.48
240149,99645,083022-4,949,24818.03,0.67
240150,76155,004449-0,884,5658.94,0.34
240151,61700,002126-1,316,27488.08,0.2
